galaxy_id,J0378,error_J0378,J0395,error_J0395,J0410,error_J0410,J0430,error_J0430,J0515,error_J0515,J0660,error_J0660,J0861,error_J0861,uJAVA,error_uJAVA,gSDSS,error_gSDSS,rSDSS,error_rSDSS,iSDSS,error_iSDSS,zSDSS,error_zSDSS,redshift
11,1.4208E-19,5.7577E-21,1.9666E-19,7.7887E-21,1.9903E-19,5.6827E-21,2.4039E-19,6.1994E-21,4.0153E-19,8.5059E-21,9.224E-19,1.3593E-20,9.6765E-19,9.8036E-21,1.3581E-19,3.127E-21,3.3336E-19,2.4563E-21,8.019E-19,4.4314E-21,9.6676E-19,4.4521E-21,9.4128E-19,4.3347E-21,0.05
12,1.3825E-19,1.6299E-20,2.9722E-19,2.6553E-20,3.6938E-19,1.8371E-20,5.8327E-19,2.5249E-20,1.4638E-18,4.449E-20,4.6588E-18,8.5818E-20,6.7154E-18,6.1851E-20,1.1574E-19,7.2486E-21,1.1404E-18,1.2605E-20,3.7108E-18,2.3925E-20,5.9412E-18,2.736E-20,6.7526E-18,7.2486E-21,0.05
13,1.3586E-20,3.0031E-22,2.1139E-20,4.6728E-22,2.5462E-20,3.7522E-22,3.5932E-20,4.3024E-22,8.4389E-20,6.9953E-22,2.9777E-19,1.3713E-21,5.2855E-19,1.4604E-21,7.7248E-21,1.423E-22,6.3957E-20,1.7672E-22,2.4204E-19,4.4585E-22,4.328E-19,3.9862E-22,5.4286E-19,4.9999E-22,0.05
14,2.1101E-19,1.0495E-20,2.6345E-19,1.2617E-20,2.8516E-19,9.7179E-21,3.4284E-19,1.1368E-20,5.9415E-19,1.4228E-20,1.5456E-18,2.8471E-20,2.0281E-18,1.6812E-20,1.3375E-19,4.4348E-21,4.9876E-19,5.0531E-21,1.335E-18,7.3777E-21,1.8497E-18,1.0222E-20,2.0077E-18,9.2457E-21,0.05
15,2.0435E-20,2.0704E-22,3.8796E-20,3.2159E-22,4.5497E-20,2.5143E-22,7.0467E-20,3.2451E-22,1.7234E-19,4.7619E-22,4.4339E-19,8.1675E-22,5.8774E-19,5.4133E-22,1.7782E-20,1.1465E-22,1.3061E-19,1.203E-22,3.7152E-19,3.4218E-22,5.47E-19,1.203E-22,5.8181E-19,1.1465E-22,0.05
16,1.1108E-18,8.185E-21,1.3063E-18,1.2032E-20,1.3579E-18,8.7544E-21,1.619E-18,8.9471E-21,2.3316E-18,1.0737E-20,5.2973E-18,1.9516E-20,5.2827E-18,9.7311E-21,1.0618E-18,4.8899E-21,2.042E-18,3.7615E-21,4.6522E-18,4.2848E-21,5.3958E-18,4.9697E-21,5.134E-18,4.7286E-21,0.05
17,2.3401E-18,1.9398E-20,2.6794E-18,2.4678E-20,2.8082E-18,1.5519E-20,3.2184E-18,1.7785E-20,4.4222E-18,2.0365E-20,9.6302E-18,3.5479E-20,8.9791E-18,1.654E-20,2.2266E-18,1.0254E-20,3.9413E-18,7.2601E-21,8.5671E-18,7.8906E-21,9.385E-18,8.6439E-21,8.6544E-18,7.971E-21,0.05
18,2.4563E-18,9.0493E-20,3.0331E-18,1.313E-19,3.5767E-18,9.8828E-20,4.2764E-18,1.0241E-19,7.3364E-18,1.419E-19,1.5441E-17,2.1333E-19,1.5743E-17,1.45E-19,2.1042E-18,4.4574E-20,6.0629E-18,5.0257E-20,1.3711E-17,7.5772E-20,1.5903E-17,7.3236E-20,1.5399E-17,7.0913E-20,0.05
19,1.5216E-20,1.6817E-22,2.5229E-20,2.7884E-22,2.9396E-20,2.166E-22,4.3241E-20,2.7878E-22,1.1187E-19,4.1213E-22,3.4729E-19,9.596E-22,5.9087E-19,5.4422E-22,1.0268E-20,7.5659E-23,8.247E-20,1.5192E-22,2.8464E-19,2.6216E-22,4.9739E-19,4.5811E-22,6.0352E-19,5.5587E-22,0.05
20,2.1135E-18,2.1413E-20,2.6534E-18,2.6882E-20,2.8119E-18,1.8129E-20,3.3807E-18,2.1796E-20,5.1547E-18,2.3738E-20,1.2468E-17,4.5934E-20,1.3298E-17,3.6745E-20,1.8038E-18,9.9684E-21,4.4238E-18,8.149E-21,1.0849E-17,9.9925E-21,1.3213E-17,1.217E-20,1.2984E-17,1.1958E-20,0.05
21,2.3576E-19,2.3886E-20,3.6314E-19,3.8129E-20,3.3028E-19,2.6161E-20,4.9897E-19,3.217E-20,9.7922E-19,4.6898E-20,3.1223E-18,9.4901E-20,4.116E-18,6.0656E-20,1.3567E-19,1.262E-20,7.5802E-19,1.3963E-20,2.4824E-18,2.7437E-20,3.7092E-18,3.0747E-20,4.1964E-18,3.092E-20,0.05
22,1.3324E-18,1.0431E-19,1.9312E-18,1.4941E-19,2.0018E-18,1.1616E-19,2.456E-18,1.2894E-19,4.6884E-18,1.8136E-19,1.1382E-17,3.145E-19,1.3534E-17,2.2437E-19,1.2207E-18,6.1839E-20,3.8179E-18,5.6263E-20,9.7864E-18,9.0136E-20,1.2889E-17,9.4971E-20,1.3373E-17,9.8535E-20,0.05
23,4.2352E-19,5.8511E-21,5.857E-19,8.6312E-21,6.5054E-19,5.9917E-21,8.2808E-19,6.8642E-21,1.5264E-18,9.8412E-21,4.208E-18,1.5503E-20,5.9604E-18,1.6469E-20,2.9463E-19,3.2563E-21,1.2327E-18,3.4062E-21,3.5651E-18,6.5672E-21,5.3269E-18,4.9062E-21,5.9934E-18,5.5201E-21,0.05
24,2.2102E-18,3.4606E-20,2.5659E-18,4.2538E-20,2.6868E-18,2.9695E-20,3.0848E-18,3.1254E-20,4.0479E-18,3.7283E-20,8.7747E-18,6.4654E-20,7.9147E-18,3.6448E-20,2.1899E-18,1.8153E-20,3.6444E-18,1.3427E-20,7.8061E-18,2.1569E-20,8.3259E-18,2.3005E-20,7.5584E-18,2.0885E-20,0.05
25,1.0525E-18,1.0663E-20,1.3571E-18,1.4999E-20,1.4408E-18,1.1943E-20,1.7906E-18,1.3194E-20,3.1376E-18,2.0229E-20,8.0724E-18,3.7175E-20,9.4494E-18,1.7406E-20,8.6897E-19,6.4028E-21,2.5906E-18,7.1581E-21,6.8834E-18,1.268E-20,9.0574E-18,8.3422E-21,9.2855E-18,8.5522E-21,0.05
26,4.5082E-20,4.692E-21,4.6132E-20,7.4356E-21,4.8529E-20,6.3917E-21,9.5324E-20,7.1115E-21,2.0212E-19,1.1356E-20,7.2045E-19,2.3224E-20,1.2659E-18,1.8655E-20,1.8247E-20,2.2689E-21,1.5108E-19,3.4787E-21,5.7597E-19,6.8964E-21,1.0195E-18,8.4512E-21,1.2894E-18,9.501E-21,0.05
27,2.09E-19,9.4321E-21,2.5926E-19,1.2895E-20,3.1027E-19,1.0288E-20,3.7268E-19,1.2014E-20,5.9668E-19,1.3739E-20,1.5608E-18,2.7313E-20,2.0107E-18,1.8519E-20,1.3235E-19,4.7542E-21,5.0692E-19,4.6689E-21,1.3581E-18,7.5052E-21,1.8507E-18,1.0227E-20,2.0107E-18,9.2594E-21,0.05
28,2.9935E-19,1.93E-20,4.3031E-19,2.9329E-20,4.2129E-19,2.0177E-20,4.5392E-19,2.3412E-20,8.1392E-19,2.8487E-20,2.0388E-18,5.8213E-20,2.3088E-18,3.4024E-20,2.555E-19,1.106E-20,7.1086E-19,9.8209E-21,1.7774E-18,1.637E-20,2.2232E-18,1.8429E-20,2.2417E-18,1.8582E-20,0.05
29,6.7729E-19,6.8618E-21,8.8465E-19,8.9627E-21,9.1954E-19,6.7754E-21,1.1397E-18,7.3476E-21,1.8654E-18,1.0309E-20,4.5664E-18,1.6823E-20,5.0023E-18,1.3822E-20,5.7329E-19,3.6961E-21,1.563E-18,2.8792E-21,3.9662E-18,3.653E-21,4.9201E-18,4.5316E-21,4.884E-18,4.4983E-21,0.05
30,1.2393E-19,5.2506E-21,1.8568E-19,7.1829E-21,2.2324E-19,5.7571E-21,3.0059E-19,6.6445E-21,6.7046E-19,9.2627E-21,2.1937E-18,2.0204E-20,3.4864E-18,1.6055E-20,7.053E-20,2.2087E-21,5.1047E-19,3.2911E-21,1.8229E-18,6.716E-21,2.9866E-18,8.2522E-21,3.5251E-18,6.4935E-21,0.05
31,2.1978E-20,1.0931E-21,4.8617E-20,2.1941E-21,6.7793E-20,1.7483E-21,1.3415E-19,2.3476E-21,5.1616E-19,4.754E-21,2.072E-18,1.145E-20,4.7729E-18,8.7921E-21,9.103E-21,4.5275E-22,3.5026E-19,1.613E-21,1.6218E-18,2.9874E-21,3.5941E-18,3.3103E-21,5.0071E-18,4.6117E-21,0.05
32,5.69E-20,7.2322E-21,1.0842E-19,1.4779E-20,1.56E-19,1.0345E-20,2.8101E-19,1.5011E-20,7.9784E-19,2.6454E-20,2.8544E-18,5.7838E-20,4.9604E-18,4.1118E-20,3.5671E-20,3.5811E-21,5.8441E-19,8.0739E-21,2.2569E-18,1.4551E-20,4.1526E-18,2.2948E-20,5.0433E-18,1.858E-20,0.05
33,1.9978E-20,2.76E-22,3.2044E-20,3.5416E-22,3.8419E-20,3.1847E-22,5.5789E-20,3.5968E-22,1.4078E-19,6.4832E-22,4.922E-19,1.36E-21,9.6327E-19,8.872E-22,1.1152E-20,1.1298E-22,1.0475E-19,1.9295E-22,4.0045E-19,3.6883E-22,7.6444E-19,7.0408E-22,9.9758E-19,9.188E-22,0.05
34,1.8234E-20,1.0205E-20,8.1148E-20,1.0205E-20,1.1253E-19,2.0418E-20,2.2268E-19,3.3635E-20,1.226E-18,6.662E-20,4.4717E-18,1.6475E-19,9.1217E-18,1.4282E-19,1.0896E-20,4.5928E-20,7.6785E-19,2.1217E-20,3.5619E-18,4.5928E-20,7.3329E-18,6.0785E-20,9.3946E-18,6.9222E-20,0.05
35,2.0492E-18,2.0761E-20,2.5845E-18,2.8565E-20,2.7364E-18,2.0163E-20,3.2567E-18,2.3997E-20,5.3013E-18,2.9296E-20,1.2268E-17,4.5198E-20,1.4099E-17,2.5971E-20,1.7186E-18,1.108E-20,4.4625E-18,8.2203E-21,1.0744E-17,1.9792E-20,1.3601E-17,1.2527E-20,1.3854E-17,1.276E-20,0.05
36,4.9989E-19,2.3021E-21,5.9989E-19,2.7626E-21,6.1955E-19,2.2825E-21,7.3464E-19,2.0299E-21,1.1452E-18,3.1642E-21,2.5543E-18,4.7052E-21,2.7879E-18,2.5677E-21,4.7301E-19,1.307E-21,9.756E-19,8.9856E-22,2.2329E-18,2.0566E-21,2.7547E-18,2.5372E-21,2.7269E-18,2.5116E-21,0.05
37,7.4929E-19,4.3478E-20,1.0439E-18,6.1533E-20,1.0117E-18,4.7522E-20,1.1509E-18,4.9823E-20,1.776E-18,5.7253E-20,4.2998E-18,1.0297E-19,4.1177E-18,6.4473E-20,6.3365E-19,2.2761E-20,1.4759E-18,2.039E-20,3.6497E-18,3.3615E-20,4.2408E-18,3.1248E-20,4.0762E-18,3.3789E-20,0.05
38,1.9785E-18,4.3734E-20,2.5962E-18,5.7388E-20,2.6911E-18,4.2137E-20,3.3693E-18,4.3445E-20,5.4342E-18,5.5056E-20,1.3E-17,1.0776E-19,1.5658E-17,7.2108E-20,1.7074E-18,2.2016E-20,4.5744E-18,1.6853E-20,1.1291E-17,3.1198E-20,1.483E-17,4.0976E-20,1.5386E-17,4.2514E-20,0.05
39,2.1434E-18,9.6733E-20,2.2882E-18,1.3067E-19,2.5439E-18,1.0075E-19,2.7638E-18,9.673E-20,3.6233E-18,1.1346E-19,8.1866E-18,1.9604E-19,7.104E-18,1.1777E-19,2.0507E-18,5.4774E-20,3.3443E-18,4.3123E-20,7.1962E-18,5.9651E-20,7.5771E-18,5.583E-20,6.9168E-18,5.0965E-20,0.05
40,8.8054E-19,8.11E-21,1.0596E-18,1.0735E-20,1.1385E-18,1.0735E-20,1.355E-18,1.0735E-20,2.0284E-18,1.1209E-20,4.8345E-18,1.7811E-20,5.053E-18,9.3079E-21,7.385E-19,4.0811E-21,1.7569E-18,3.2363E-21,4.2496E-18,7.828E-21,5.0623E-18,4.6625E-21,4.9153E-18,4.5271E-21,0.05
41,3.8633E-20,1.6368E-21,4.9449E-20,2.5049E-21,7.1279E-20,1.8382E-21,9.5446E-20,2.1977E-21,2.0901E-19,3.465E-21,7.3276E-19,7.4238E-21,1.2594E-18,5.7997E-21,2.2457E-20,7.0326E-22,1.6224E-19,8.9657E-22,5.9451E-19,2.1903E-21,1.0437E-18,2.8837E-21,1.2911E-18,2.3783E-21,0.05
42,1.0027E-18,2.6782E-20,1.6443E-18,3.9375E-20,1.6795E-18,3.0937E-20,2.2079E-18,3.457E-20,4.4419E-18,4.9094E-20,1.0685E-17,8.8571E-20,1.3145E-17,6.0536E-20,8.3709E-19,1.3878E-20,3.4703E-18,1.5981E-20,9.2976E-18,2.569E-20,1.2381E-17,3.4211E-20,1.3001E-17,3.5923E-20,0.05
43,7.7459E-20,5.208E-21,1.1756E-19,7.9044E-21,1.3511E-19,5.5996E-21,1.6652E-19,6.2883E-21,3.7074E-19,8.8781E-21,9.869E-19,1.9088E-20,1.445E-18,1.1978E-20,4.9782E-20,2.4301E-21,2.8384E-19,3.3985E-21,8.4154E-19,5.4256E-21,1.2702E-18,7.0194E-21,1.4624E-18,6.7347E-21,0.05
44,1.7662E-19,2.0171E-20,3.537E-19,2.8342E-20,3.9979E-19,2.4303E-20,5.6109E-19,2.7906E-20,1.6407E-18,4.6846E-20,5.0284E-18,9.7258E-20,8.2534E-18,6.8415E-20,1.3214E-19,9.1279E-21,1.182E-18,1.4153E-20,4.0275E-18,2.5966E-20,7.1028E-18,3.271E-20,8.5238E-18,3.9253E-20,0.05
45,2.0968E-21,2.7972E-21,1.4124E-20,2.7972E-21,2.0341E-20,5.9575E-21,4.2772E-20,9.2578E-21,2.9646E-19,1.884E-20,1.2519E-18,5.4192E-20,3.1649E-18,4.664E-20,1.1025E-21,1.4493E-20,1.788E-19,5.5991E-21,9.8347E-19,1.4493E-20,2.357E-18,2.1709E-20,3.3386E-18,2.46E-20,0.05
46,8.1167E-19,3.3641E-20,1.0418E-18,4.6057E-20,1.1939E-18,3.5189E-20,1.4223E-18,3.7989E-20,2.2604E-18,5.2047E-20,5.4073E-18,8.4665E-20,6.6036E-18,6.0821E-20,5.4523E-19,1.607E-20,1.8888E-18,1.7396E-20,4.7096E-18,2.6026E-20,6.2141E-18,2.8617E-20,6.5733E-18,1.607E-20,0.05
47,5.9127E-19,1.307E-20,7.0759E-19,1.9552E-20,8.0572E-19,1.5584E-20,1.038E-18,1.5296E-20,1.7725E-18,2.2855E-20,4.7183E-18,4.3457E-20,6.3181E-18,2.9096E-20,3.8458E-19,6.73E-21,1.4702E-18,8.1248E-21,4.1019E-18,1.1334E-20,5.7887E-18,1.5995E-20,6.3122E-18,1.1628E-20,0.05
48,1.2021E-18,6.975E-20,1.3339E-18,8.9686E-20,1.56E-18,6.4657E-20,1.7471E-18,7.5631E-20,2.5231E-18,8.8306E-20,6.2911E-18,1.7962E-19,6.0804E-18,9.5204E-20,1.0297E-18,3.6989E-20,2.2508E-18,3.1095E-20,5.4241E-18,4.4962E-20,6.2162E-18,4.5803E-20,5.9804E-18,4.4065E-20,0.05
49,2.8974E-20,3.736E-22,4.7864E-20,5.7309E-22,5.8507E-20,4.8498E-22,9.3155E-20,6.0059E-22,2.5398E-19,9.3571E-22,8.7098E-19,2.4066E-21,1.4764E-18,1.3598E-21,1.9072E-20,1.7566E-22,1.8707E-19,3.446E-22,7.0406E-19,6.4846E-22,1.2394E-18,1.1415E-21,1.4997E-18,1.3813E-21,0.05
50,5.9452E-20,1.807E-21,9.9304E-20,3.1097E-21,1.386E-19,2.4255E-21,2.0015E-19,2.9496E-21,6.0669E-19,5.029E-21,2.2875E-18,1.0534E-20,4.6362E-18,8.5403E-21,3.3279E-20,8.5822E-22,4.3508E-19,1.6029E-21,1.8389E-18,3.3874E-21,3.6255E-18,3.3392E-21,4.8014E-18,4.4222E-21,0.05
51,1.0976E-19,4.0435E-21,1.6324E-19,6.465E-21,2.0722E-19,4.5805E-21,2.7799E-19,5.3768E-21,5.4203E-19,8.4869E-21,1.7751E-18,1.6349E-20,2.7141E-18,1.2499E-20,7.015E-20,1.7445E-21,4.2425E-19,2.7353E-21,1.4697E-18,4.0609E-21,2.3314E-18,6.442E-21,2.7367E-18,5.0412E-21,0.05
52,1.1083E-18,2.2746E-20,1.3736E-18,6.1993E-20,1.5541E-18,4.4372E-20,1.8633E-18,4.8052E-20,3.2201E-18,6.8215E-20,7.2958E-18,1.1423E-19,8.0737E-18,6.6926E-20,9.5912E-19,2.2085E-20,2.6735E-18,2.2161E-20,6.372E-18,4.3441E-20,7.8609E-18,4.3441E-20,7.8754E-18,3.6268E-20,0.05
53,1.6686E-19,5.6864E-21,2.381E-19,8.3333E-21,2.7769E-19,6.6498E-21,3.7701E-19,7.2921E-21,7.5363E-19,9.7176E-21,2.5466E-18,2.3455E-20,3.8367E-18,1.7669E-20,8.9116E-20,2.6265E-21,5.9423E-19,3.8312E-21,2.0795E-18,5.7458E-21,3.2867E-18,9.0814E-21,3.8758E-18,1.0709E-20,0.05
54,6.5208E-20,7.5073E-21,7.4387E-20,1.1784E-20,1.0982E-19,9.0025E-21,1.2773E-19,1.0235E-20,3.0613E-19,1.4662E-20,1.0792E-18,3.1807E-20,1.6979E-18,2.6584E-20,3.7385E-20,3.34E-21,2.3137E-19,4.6881E-21,8.4469E-19,1.0114E-20,1.4161E-18,4.6881E-21,1.7183E-18,3.34E-21,0.05
55,1.4168E-19,1.7094E-20,2.0879E-19,2.9807E-20,2.3556E-19,2.1696E-20,3.4586E-19,2.6121E-20,7.7858E-19,3.6572E-20,2.5877E-18,7.8649E-20,4.1659E-18,6.1391E-20,7.5597E-20,8.3553E-21,6.1731E-19,1.3646E-20,2.1943E-18,2.2232E-20,3.6083E-18,2.991E-20,4.2277E-18,3.1151E-20,0.05
56,1.5287E-20,4.9279E-22,4.1679E-20,1.0365E-21,6.0522E-20,8.3615E-22,1.3302E-19,1.1026E-21,5.5045E-19,2.0279E-21,2.2342E-18,6.1732E-21,4.5365E-18,4.1782E-21,8.2171E-21,2.1948E-22,3.7352E-19,6.8805E-22,1.7471E-18,1.6091E-21,3.5968E-18,3.3128E-21,4.655E-18,4.2874E-21,0.05
57,1.3943E-18,6.421E-21,1.681E-18,7.7411E-21,1.7667E-18,6.5087E-21,2.1417E-18,5.9177E-21,3.4069E-18,6.2757E-21,7.9279E-18,1.4604E-20,8.3091E-18,7.653E-21,1.3048E-18,3.6054E-21,2.8864E-18,2.6585E-21,6.8985E-18,6.3538E-21,8.3091E-18,7.653E-21,8.0827E-18,7.4444E-21,0.05
58,1.6324E-18,1.3531E-20,2.0082E-18,1.8496E-20,2.0759E-18,1.3384E-20,2.3923E-18,1.5424E-20,3.3823E-18,1.5576E-20,7.4681E-18,2.7514E-20,7.7842E-18,2.1508E-20,1.4074E-18,7.7775E-21,2.9704E-18,5.4717E-21,6.6499E-18,6.1248E-21,7.8201E-18,7.2026E-21,7.614E-18,7.0128E-21,0.05
59,4.2023E-20,3.0964E-22,5.8653E-20,4.3217E-22,6.6725E-20,3.0728E-22,8.8204E-20,4.062E-22,1.7167E-19,6.3245E-22,5.0523E-19,9.3067E-22,6.8532E-19,6.312E-22,2.8648E-20,1.5831E-22,1.3624E-19,1.2548E-22,4.2451E-19,3.9099E-22,6.1986E-19,1.2548E-22,6.8405E-19,1.5831E-22,0.05
60,1.7247E-18,1.5885E-20,2.1375E-18,1.9687E-20,2.2218E-18,1.4325E-20,2.5936E-18,1.4333E-20,3.922E-18,2.1674E-20,8.756E-18,3.2258E-20,9.6185E-18,1.7718E-20,1.4666E-18,8.1046E-21,3.3784E-18,6.2232E-21,7.7823E-18,7.1677E-21,9.4516E-18,8.7053E-21,9.4169E-18,8.6732E-21,0.05
61,2.5881E-20,9.0583E-22,4.762E-20,1.6228E-21,6.056E-20,1.3387E-21,1.0097E-19,1.8599E-21,3.4371E-19,2.8491E-21,1.3188E-18,7.2881E-21,2.8826E-18,5.31E-21,1.4015E-20,4.0015E-22,2.3889E-19,8.8009E-22,1.0563E-18,1.9458E-21,2.2192E-18,2.0439E-21,3.0074E-18,2.7699E-21,0.05
62,1.8718E-19,1.155E-20,2.6488E-19,1.9273E-20,3.5015E-19,1.419E-20,4.8423E-19,1.784E-20,1.1062E-18,2.8529E-20,3.0892E-18,5.406E-20,4.1749E-18,3.8453E-20,1.33E-19,6.6148E-21,8.5556E-19,9.456E-21,2.5601E-18,1.6505E-20,3.7727E-18,1.7374E-20,4.1367E-18,1.905E-20,0.05
63,6.3859E-19,2.9408E-21,7.6212E-19,3.5097E-21,8.1138E-19,2.2419E-21,9.6655E-19,2.6707E-21,1.4296E-18,3.9502E-21,3.3638E-18,6.1963E-21,3.37E-18,3.1039E-21,5.3756E-19,1.4853E-21,1.2372E-18,1.1395E-21,2.9541E-18,2.7208E-21,3.4263E-18,3.1557E-21,3.2751E-18,3.0165E-21,0.05
64,6.7275E-19,1.9828E-20,8.8768E-19,2.6163E-20,1.0801E-18,2.1885E-20,1.4317E-18,2.2417E-20,2.7331E-18,3.5242E-20,7.5068E-18,6.914E-20,1.0439E-17,4.8073E-20,4.6287E-19,9.8052E-21,2.157E-18,1.192E-20,6.3366E-18,1.7509E-20,9.3725E-18,2.5897E-20,1.0545E-17,9.8052E-21,0.05
65,4.7E-18,3.4631E-20,5.4814E-18,4.5437E-20,5.6143E-18,3.1026E-20,6.4878E-18,3.5853E-20,8.9309E-18,4.1128E-20,1.9629E-17,7.2315E-20,1.7935E-17,4.9556E-20,4.4555E-18,2.0518E-20,7.9743E-18,1.4689E-20,1.743E-17,1.6054E-20,1.8867E-17,1.7377E-20,1.7222E-17,1.5862E-20,0.05
66,3.3542E-19,2.4406E-20,3.4323E-19,3.3193E-20,4.0401E-19,2.4559E-20,5.6233E-19,2.7968E-20,1.0894E-18,4.4149E-20,2.7164E-18,7.5056E-20,3.3296E-18,4.9066E-20,2.7848E-19,1.4876E-20,8.2945E-19,1.4515E-20,2.3141E-18,2.3445E-20,3.1768E-18,2.9259E-20,3.3204E-18,2.4465E-20,0.05
67,1.327E-18,5.4998E-20,1.6706E-18,8.3087E-20,1.6829E-18,5.7351E-20,2.16E-18,6.5653E-20,3.7125E-18,8.5483E-20,9.4724E-18,1.5704E-19,1.142E-17,9.4663E-20,1.0329E-18,3.2346E-20,3.1251E-18,2.8783E-20,8.4113E-18,4.6482E-20,1.0966E-17,5.0502E-20,1.1242E-17,5.1773E-20,0.05
68,3.5328E-18,2.1475E-19,4.3343E-18,2.994E-19,4.7262E-18,2.0894E-19,5.4065E-18,2.2408E-19,8.2512E-18,2.9638E-19,2.0254E-17,5.0368E-19,2.0822E-17,3.0684E-19,3.2487E-18,1.1969E-19,7.1997E-18,1.061E-19,1.6831E-17,1.5502E-19,2.0348E-17,1.6867E-19,2.0273E-17,1.4938E-19,0.05
69,2.311E-19,3.1928E-21,4.9683E-19,5.0335E-21,6.3475E-19,4.0924E-21,1.1434E-18,6.3188E-21,3.2078E-18,8.8635E-21,9.277E-18,2.5633E-20,1.2549E-17,1.1558E-20,1.8889E-19,1.7397E-21,2.3562E-18,2.1701E-21,7.5894E-18,6.9901E-21,1.1529E-17,1.0619E-20,1.24E-17,1.142E-20,0.05
70,5.3805E-18,6.9379E-20,6.3041E-18,9.29E-20,6.2291E-18,6.3109E-20,6.8932E-18,6.3489E-20,8.3719E-18,6.9397E-20,1.6735E-17,1.2331E-19,1.4846E-17,6.837E-20,5.3459E-18,3.939E-20,7.7987E-18,2.8731E-20,1.5276E-17,2.814E-20,1.5879E-17,2.925E-20,1.4336E-17,3.9611E-20,0.05
